,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
395,Existing Customer,3,Uneducated,Single,$40K - $60K,Blue,9599.0
396,Existing Customer,4,Graduate,Married,$60K - $80K,Silver,28202.0
397,Existing Customer,3,College,Unknown,$80K - $120K,Blue,24850.0
398,Existing Customer,0,High School,Married,$120K +,Blue,3805.0
399,Existing Customer,1,Uneducated,Single,$80K - $120K,Blue,2733.0
400,Existing Customer,1,Uneducated,Unknown,$40K - $60K,Blue,12781.0
401,Attrited Customer,2,Uneducated,Married,$120K +,Blue,3106.0
402,Existing Customer,3,College,Married,$80K - $120K,Blue,7477.0
403,Existing Customer,4,Unknown,Married,$120K +,Blue,34516.0
404,Existing Customer,2,High School,Married,$120K +,Blue,29963.0
405,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,6509.0
406,Attrited Customer,3,College,Married,$60K - $80K,Blue,13450.0
407,Existing Customer,2,Graduate,Unknown,$60K - $80K,Silver,27000.0
408,Existing Customer,4,College,Married,$120K +,Silver,34516.0
409,Existing Customer,2,Graduate,Single,Less than $40K,Blue,6347.0
410,Existing Customer,1,Uneducated,Married,$40K - $60K,Blue,3106.0
411,Existing Customer,1,Graduate,Married,$60K - $80K,Blue,2536.0
412,Existing Customer,3,Post-Graduate,Single,$60K - $80K,Blue,13048.0
413,Existing Customer,2,Unknown,Married,Less than $40K,Blue,2453.0
414,Existing Customer,3,High School,Married,$40K - $60K,Silver,16138.0
415,Existing Customer,2,Post-Graduate,Married,$60K - $80K,Blue,8077.0
416,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,1929.0
417,Existing Customer,2,Unknown,Single,$80K - $120K,Blue,3127.0
418,Existing Customer,5,Uneducated,Married,$60K - $80K,Blue,8645.0
419,Existing Customer,3,Unknown,Single,$60K - $80K,Blue,1438.3
420,Attrited Customer,3,Graduate,Married,Less than $40K,Blue,2185.0
421,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,24487.0
422,Existing Customer,0,High School,Married,$60K - $80K,Blue,2567.0
423,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,4131.0
424,Existing Customer,4,College,Married,Less than $40K,Silver,10790.0
425,Existing Customer,3,High School,Married,$40K - $60K,Blue,6884.0
426,Attrited Customer,2,Uneducated,Single,$60K - $80K,Blue,13961.0
427,Existing Customer,4,High School,Married,$80K - $120K,Blue,29801.0
428,Existing Customer,3,High School,Married,$120K +,Blue,13219.0
429,Attrited Customer,4,Unknown,Married,Less than $40K,Blue,2536.0
430,Existing Customer,4,Graduate,Divorced,Less than $40K,Blue,9478.0
431,Existing Customer,4,Unknown,Divorced,$40K - $60K,Blue,3502.0
432,Existing Customer,0,Unknown,Married,Unknown,Blue,10509.0
433,Existing Customer,2,College,Divorced,Less than $40K,Blue,1491.0
434,Existing Customer,0,High School,Divorced,$60K - $80K,Blue,9734.0
435,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,2305.0
436,Existing Customer,4,Uneducated,Married,$40K - $60K,Blue,14241.0
437,Existing Customer,2,Unknown,Married,$40K - $60K,Blue,4789.0
438,Existing Customer,4,Doctorate,Divorced,$60K - $80K,Blue,23138.0
439,Existing Customer,2,Unknown,Single,$80K - $120K,Blue,23008.0
440,Existing Customer,1,Unknown,Divorced,$80K - $120K,Blue,3131.0
441,Existing Customer,3,Graduate,Married,Less than $40K,Blue,5798.0
442,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,6880.0
443,Existing Customer,3,Graduate,Unknown,$80K - $120K,Platinum,34516.0
444,Existing Customer,2,College,Married,$40K - $60K,Blue,2075.0
445,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,4589.0
446,Attrited Customer,1,Graduate,Single,Less than $40K,Blue,2317.0
447,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,1981.0
448,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,6038.0
449,Existing Customer,5,Unknown,Single,$80K - $120K,Blue,14910.0
450,Existing Customer,3,High School,Married,$80K - $120K,Blue,29659.0
451,Attrited Customer,2,Graduate,Married,$60K - $80K,Blue,4320.0
452,Existing Customer,1,Unknown,Single,$40K - $60K,Blue,11213.0
453,Existing Customer,3,Uneducated,Divorced,Unknown,Blue,26181.0
454,Existing Customer,4,High School,Single,Less than $40K,Blue,5773.0
455,Attrited Customer,2,Uneducated,Married,$80K - $120K,Blue,4503.0
456,Existing Customer,3,Uneducated,Married,$80K - $120K,Blue,29770.0
457,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,5014.0
458,Existing Customer,1,High School,Married,Less than $40K,Blue,3445.0
459,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,23412.0
460,Existing Customer,0,Graduate,Single,Less than $40K,Blue,3044.0
461,Existing Customer,1,Unknown,Single,$60K - $80K,Blue,14596.0
462,Existing Customer,4,Uneducated,Single,Less than $40K,Blue,3864.0
463,Attrited Customer,3,Post-Graduate,Unknown,$80K - $120K,Blue,17030.0
464,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,23090.0
465,Existing Customer,2,Post-Graduate,Unknown,$80K - $120K,Blue,29205.0
466,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,14035.0
467,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,2962.0
468,Existing Customer,2,Unknown,Married,$80K - $120K,Blue,18578.0
469,Existing Customer,1,Uneducated,Single,$60K - $80K,Blue,2201.0
470,Existing Customer,0,Post-Graduate,Married,Less than $40K,Blue,2061.0
471,Existing Customer,5,Doctorate,Married,Unknown,Blue,24602.0
472,Existing Customer,2,Uneducated,Divorced,$120K +,Blue,15911.0
473,Attrited Customer,2,College,Single,$120K +,Blue,16867.0
474,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,2783.0
475,Attrited Customer,3,Post-Graduate,Single,Less than $40K,Blue,2972.0
476,Existing Customer,3,High School,Single,$40K - $60K,Blue,5124.0
477,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,2880.0
478,Existing Customer,1,High School,Single,$40K - $60K,Blue,5579.0
479,Existing Customer,4,Unknown,Married,$60K - $80K,Blue,12010.0
480,Existing Customer,2,Uneducated,Divorced,$80K - $120K,Blue,34516.0
481,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,4394.0
482,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,18325.0
483,Existing Customer,4,Post-Graduate,Married,Less than $40K,Blue,3773.0
484,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,21684.0
485,Existing Customer,3,High School,Divorced,$40K - $60K,Blue,1919.0
486,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,9995.0
487,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,11910.0
488,Existing Customer,3,College,Married,Less than $40K,Blue,2279.0
489,Existing Customer,1,College,Single,$40K - $60K,Blue,3539.0
490,Existing Customer,3,High School,Married,$80K - $120K,Blue,30579.0
491,Existing Customer,3,High School,Single,$80K - $120K,Blue,24480.0
492,Existing Customer,1,Uneducated,Divorced,Unknown,Blue,17561.0
493,Existing Customer,0,College,Married,Less than $40K,Blue,1638.0
494,Existing Customer,1,Graduate,Married,$60K - $80K,Blue,2947.0
495,Existing Customer,4,High School,Married,$80K - $120K,Blue,5738.0
496,Existing Customer,4,Unknown,Unknown,$120K +,Blue,33304.0
497,Existing Customer,1,College,Single,$40K - $60K,Blue,7251.0
498,Existing Customer,1,Unknown,Married,Unknown,Blue,2885.0
499,Existing Customer,1,College,Married,Less than $40K,Blue,2641.0
500,Existing Customer,4,Graduate,Married,Unknown,Blue,2801.0
501,Existing Customer,1,High School,Married,$80K - $120K,Blue,16794.0
502,Existing Customer,3,College,Divorced,$40K - $60K,Blue,9336.0
503,Existing Customer,5,College,Single,Less than $40K,Blue,2763.0
504,Existing Customer,3,Uneducated,Married,$60K - $80K,Blue,17391.0
505,Existing Customer,1,High School,Married,Less than $40K,Blue,3198.0
506,Existing Customer,4,Post-Graduate,Single,$80K - $120K,Blue,5100.0
507,Existing Customer,3,Post-Graduate,Married,$60K - $80K,Blue,3955.0
508,Existing Customer,1,High School,Married,Less than $40K,Blue,3140.0
509,Attrited Customer,3,Uneducated,Single,Unknown,Blue,4028.0
510,Existing Customer,2,Uneducated,Single,Less than $40K,Blue,2264.0
511,Existing Customer,3,Unknown,Unknown,$120K +,Blue,21620.0
512,Existing Customer,2,High School,Single,$60K - $80K,Blue,6385.0
513,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,2375.0
514,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,1963.0
515,Existing Customer,4,College,Single,Less than $40K,Blue,4256.0
516,Existing Customer,1,Graduate,Married,Less than $40K,Blue,5097.0
517,Existing Customer,1,Graduate,Single,$60K - $80K,Blue,3228.0
518,Existing Customer,1,Graduate,Unknown,$40K - $60K,Silver,20231.0
519,Attrited Customer,1,Unknown,Single,$120K +,Blue,27512.0
520,Existing Customer,3,Unknown,Married,$40K - $60K,Blue,1929.0
521,Existing Customer,0,Graduate,Single,Less than $40K,Blue,2585.0
522,Attrited Customer,1,College,Married,$80K - $120K,Blue,12151.0
523,Existing Customer,3,High School,Single,$80K - $120K,Gold,34516.0
524,Existing Customer,4,High School,Married,$120K +,Blue,34516.0
525,Existing Customer,4,Uneducated,Divorced,$60K - $80K,Blue,5504.0
526,Existing Customer,4,Graduate,Married,$80K - $120K,Blue,10021.0
527,Existing Customer,0,Unknown,Married,Less than $40K,Blue,3558.0
528,Existing Customer,3,High School,Single,$40K - $60K,Silver,19853.0
529,Existing Customer,1,High School,Single,$40K - $60K,Blue,4969.0
530,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,3117.0
531,Existing Customer,2,College,Single,$80K - $120K,Blue,21526.0
532,Existing Customer,0,High School,Single,$60K - $80K,Blue,5504.0
533,Existing Customer,0,Unknown,Married,Less than $40K,Blue,5512.0
534,Attrited Customer,2,Doctorate,Married,Unknown,Blue,1438.3
535,Existing Customer,3,Doctorate,Unknown,$40K - $60K,Blue,7262.0
536,Existing Customer,3,High School,Married,$120K +,Blue,7319.0
537,Attrited Customer,2,Graduate,Married,$60K - $80K,Blue,1438.3
538,Existing Customer,4,Unknown,Single,$60K - $80K,Blue,7712.0
539,Existing Customer,1,Graduate,Married,$60K - $80K,Blue,2053.0
540,Existing Customer,2,High School,Married,$40K - $60K,Blue,12804.0
541,Existing Customer,4,College,Married,$80K - $120K,Blue,26443.0
542,Existing Customer,4,Graduate,Single,Less than $40K,Blue,3125.0
543,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,4930.0
544,Existing Customer,2,College,Single,Less than $40K,Blue,9476.0
545,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,11722.0
546,Existing Customer,2,Graduate,Single,$120K +,Blue,13301.0
547,Existing Customer,1,Unknown,Married,Unknown,Blue,1438.3
548,Attrited Customer,2,Post-Graduate,Married,Less than $40K,Blue,1438.3
549,Attrited Customer,1,High School,Married,$60K - $80K,Blue,6705.0
550,Existing Customer,2,Uneducated,Married,Unknown,Blue,22718.0
551,Existing Customer,4,Unknown,Divorced,$40K - $60K,Gold,23981.0
552,Existing Customer,2,Unknown,Married,Less than $40K,Blue,2318.0
553,Existing Customer,1,College,Married,$60K - $80K,Blue,19324.0
554,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,5331.0
555,Existing Customer,4,Unknown,Married,Unknown,Blue,15700.0
556,Existing Customer,4,Graduate,Single,$60K - $80K,Blue,17625.0
557,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,17438.0
558,Existing Customer,4,College,Unknown,$80K - $120K,Blue,1962.0
559,Attrited Customer,0,High School,Married,$60K - $80K,Blue,8077.0
560,Existing Customer,0,Graduate,Single,$40K - $60K,Blue,3290.0
561,Existing Customer,0,Uneducated,Single,Less than $40K,Blue,2402.0
562,Existing Customer,3,Doctorate,Single,Less than $40K,Blue,9256.0
563,Existing Customer,0,Graduate,Married,$60K - $80K,Blue,3674.0
564,Attrited Customer,2,College,Married,$40K - $60K,Blue,6462.0
565,Existing Customer,0,Graduate,Single,$40K - $60K,Blue,1638.0
566,Existing Customer,4,Graduate,Single,$60K - $80K,Blue,4335.0
567,Existing Customer,4,High School,Single,$60K - $80K,Blue,3233.0
568,Attrited Customer,4,Unknown,Single,$80K - $120K,Blue,11862.0
569,Existing Customer,2,Uneducated,Divorced,$120K +,Silver,34516.0
570,Existing Customer,4,Uneducated,Married,$120K +,Blue,19802.0
571,Existing Customer,3,College,Unknown,$80K - $120K,Blue,24869.0
572,Existing Customer,3,High School,Unknown,$60K - $80K,Blue,3624.0
573,Existing Customer,1,Unknown,Married,$80K - $120K,Blue,6175.0
574,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,10953.0
575,Existing Customer,4,Graduate,Married,$60K - $80K,Blue,11338.0
576,Existing Customer,2,Doctorate,Married,Less than $40K,Blue,5544.0
577,Existing Customer,4,Doctorate,Married,$60K - $80K,Blue,19665.0
578,Existing Customer,2,High School,Married,Less than $40K,Blue,2927.0
579,Existing Customer,3,College,Married,$40K - $60K,Blue,5146.0
580,Attrited Customer,1,College,Married,$60K - $80K,Blue,1704.0
581,Attrited Customer,1,High School,Married,$60K - $80K,Blue,1438.3
582,Existing Customer,4,High School,Married,Less than $40K,Blue,2974.0
583,Attrited Customer,1,Unknown,Married,$40K - $60K,Blue,5472.0
584,Existing Customer,2,High School,Married,$60K - $80K,Blue,2736.0
585,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,1438.3
586,Existing Customer,2,Unknown,Married,Unknown,Blue,5406.0
587,Existing Customer,2,Graduate,Single,$120K +,Blue,34516.0
588,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1976.0
589,Existing Customer,4,Uneducated,Married,$80K - $120K,Blue,8714.0
590,Existing Customer,4,Doctorate,Divorced,Less than $40K,Blue,8693.0
591,Existing Customer,1,Uneducated,Married,$80K - $120K,Blue,9247.0
592,Existing Customer,3,High School,Married,Less than $40K,Blue,7717.0
593,Attrited Customer,4,Uneducated,Married,Less than $40K,Blue,4908.0
594,Attrited Customer,3,Doctorate,Married,Less than $40K,Blue,7222.0
595,Existing Customer,0,Uneducated,Single,$80K - $120K,Blue,21740.0
596,Attrited Customer,3,Uneducated,Married,$60K - $80K,Blue,2323.0
597,Existing Customer,4,Unknown,Divorced,$60K - $80K,Blue,7788.0
598,Attrited Customer,1,Unknown,Married,Less than $40K,Blue,1438.3
599,Existing Customer,2,Unknown,Married,$120K +,Blue,23700.0
600,Existing Customer,2,Doctorate,Married,$80K - $120K,Blue,11710.0
601,Existing Customer,0,High School,Married,$40K - $60K,Blue,2278.0
602,Existing Customer,0,Uneducated,Married,$40K - $60K,Blue,4048.0
603,Existing Customer,2,Graduate,Married,Less than $40K,Blue,3663.0
604,Attrited Customer,1,Graduate,Single,Less than $40K,Blue,1438.3
605,Existing Customer,1,College,Single,Unknown,Blue,3518.0
606,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1717.0
607,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,16813.0
608,Existing Customer,3,Post-Graduate,Married,$80K - $120K,Blue,16434.0
609,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,21872.0
610,Existing Customer,4,High School,Married,$80K - $120K,Blue,15897.0
611,Existing Customer,4,Unknown,Married,Less than $40K,Blue,4271.0
612,Existing Customer,3,Graduate,Single,Less than $40K,Blue,7361.0
613,Existing Customer,0,College,Single,Less than $40K,Blue,1438.3
614,Existing Customer,3,Graduate,Married,Less than $40K,Blue,8628.0
615,Existing Customer,2,College,Married,$80K - $120K,Blue,18750.0
616,Existing Customer,3,Graduate,Married,Unknown,Blue,21242.0
617,Existing Customer,0,Graduate,Married,$40K - $60K,Blue,2961.0
618,Existing Customer,3,High School,Married,Unknown,Blue,11327.0
619,Existing Customer,3,High School,Married,$60K - $80K,Blue,8308.0
620,Existing Customer,3,Post-Graduate,Married,$40K - $60K,Blue,3249.0
621,Existing Customer,2,High School,Married,$120K +,Blue,2981.0
622,Existing Customer,3,Graduate,Married,Less than $40K,Blue,8829.0
623,Existing Customer,3,Unknown,Single,$80K - $120K,Blue,3714.0
624,Attrited Customer,2,College,Married,$60K - $80K,Blue,7340.0
625,Existing Customer,4,Post-Graduate,Married,$120K +,Blue,16952.0
626,Attrited Customer,3,Doctorate,Single,$80K - $120K,Blue,20865.0
627,Existing Customer,3,College,Unknown,Less than $40K,Blue,3083.0
628,Existing Customer,3,Graduate,Married,Unknown,Blue,10584.0
629,Existing Customer,3,Unknown,Married,Less than $40K,Blue,2240.0
630,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,12240.0
631,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,5120.0
632,Existing Customer,2,Graduate,Married,Less than $40K,Blue,3124.0
633,Existing Customer,2,High School,Married,Less than $40K,Silver,11261.0
634,Existing Customer,1,Uneducated,Married,$40K - $60K,Blue,2468.0
635,Existing Customer,2,College,Married,$60K - $80K,Blue,22157.0
636,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,11477.0
637,Existing Customer,2,Graduate,Married,Less than $40K,Blue,3933.0
638,Existing Customer,3,Graduate,Married,$80K - $120K,Blue,8022.0
639,Existing Customer,3,Unknown,Single,$60K - $80K,Blue,13771.0
640,Attrited Customer,1,Graduate,Single,$80K - $120K,Blue,30271.0
641,Existing Customer,2,High School,Unknown,$60K - $80K,Blue,3244.0
642,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,2936.0
643,Existing Customer,3,High School,Married,$80K - $120K,Blue,1438.3
644,Existing Customer,2,Unknown,Married,$60K - $80K,Blue,6242.0
645,Existing Customer,2,Uneducated,Married,$40K - $60K,Blue,6175.0
646,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,11806.0
647,Existing Customer,3,Post-Graduate,Single,$60K - $80K,Blue,4734.0
648,Existing Customer,2,High School,Single,$40K - $60K,Blue,6244.0
649,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
650,Existing Customer,3,Post-Graduate,Divorced,Unknown,Platinum,34516.0
651,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,23561.0
652,Existing Customer,3,Uneducated,Single,$80K - $120K,Blue,24742.0
653,Attrited Customer,4,High School,Married,$80K - $120K,Blue,27560.0
654,Existing Customer,0,College,Divorced,Less than $40K,Blue,5923.0
655,Existing Customer,2,Uneducated,Married,$60K - $80K,Blue,8581.0
656,Existing Customer,4,Graduate,Married,$40K - $60K,Blue,3156.0
657,Attrited Customer,2,Unknown,Married,Less than $40K,Blue,7151.0
658,Existing Customer,4,Graduate,Married,$60K - $80K,Blue,1535.0
659,Attrited Customer,0,Graduate,Married,Less than $40K,Blue,2122.0
660,Existing Customer,1,Uneducated,Unknown,$60K - $80K,Blue,17131.0
661,Existing Customer,1,Graduate,Married,Less than $40K,Blue,5822.0
662,Existing Customer,3,Doctorate,Married,$60K - $80K,Blue,3537.0
663,Existing Customer,3,Graduate,Married,$120K +,Blue,34516.0
664,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,16320.0
665,Existing Customer,2,High School,Married,$80K - $120K,Blue,2407.0
666,Existing Customer,2,High School,Single,Less than $40K,Blue,3538.0
667,Existing Customer,0,Unknown,Married,Less than $40K,Blue,2684.0
668,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,34516.0
669,Existing Customer,2,Post-Graduate,Single,$40K - $60K,Silver,15459.0
670,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,4307.0
671,Existing Customer,1,Unknown,Single,Less than $40K,Blue,2081.0
672,Existing Customer,2,Uneducated,Married,$40K - $60K,Blue,2848.0
673,Existing Customer,3,High School,Single,$120K +,Blue,34516.0
674,Existing Customer,3,College,Unknown,$80K - $120K,Blue,6361.0
675,Existing Customer,4,High School,Married,$80K - $120K,Blue,15428.0
