attrition_flag,dependent_count,marital_status,income_category,card_category,credit_limit_NaN,credit_limit,education_level
Existing Customer,3,Single,$40K - $60K,Blue,0,9599.0,Unknown
Existing Customer,4,Married,$60K - $80K,Silver,0,28202.0,Graduate
Existing Customer,3,Unknown,$80K - $120K,Blue,0,24850.0,Unknown
Existing Customer,0,Married,$120K +,Blue,0,3805.0,Graduate
Existing Customer,1,Single,$80K - $120K,Blue,0,2733.0,Graduate
Existing Customer,1,Unknown,$40K - $60K,Blue,0,12781.0,Graduate
Attrited Customer,2,Married,$120K +,Blue,0,3106.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,7477.0,Graduate
Existing Customer,4,Married,$120K +,Blue,0,34516.0,Unknown
Existing Customer,2,Married,$120K +,Blue,0,29963.0,Unknown
Existing Customer,1,Single,$40K - $60K,Blue,0,6509.0,Graduate
Attrited Customer,3,Married,$60K - $80K,Blue,0,13450.0,High School
Existing Customer,2,Unknown,$60K - $80K,Silver,0,27000.0,Uneducated
Existing Customer,4,Married,$120K +,Silver,0,34516.0,Doctorate
Existing Customer,2,Single,Less than $40K,Blue,0,6347.0,Uneducated
Existing Customer,1,Married,$40K - $60K,Blue,0,3106.0,High School
Existing Customer,1,Married,$60K - $80K,Blue,0,2536.0,Post-Graduate
Existing Customer,3,Single,$60K - $80K,Blue,0,13048.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,2453.0,College
Existing Customer,3,Married,$40K - $60K,Silver,0,16138.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,8077.0,Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,1929.0,High School
Existing Customer,2,Single,$80K - $120K,Blue,0,3127.0,Graduate
Existing Customer,5,Married,$60K - $80K,Blue,0,8645.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,1438.3,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,2185.0,Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,24487.0,Unknown
Existing Customer,0,Married,$60K - $80K,Blue,0,2567.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,4131.0,Unknown
Existing Customer,4,Married,Less than $40K,Silver,0,10790.0,College
Existing Customer,3,Married,$40K - $60K,Blue,0,6884.0,High School
Attrited Customer,2,Single,$60K - $80K,Blue,0,13961.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,29801.0,College
Existing Customer,3,Married,$120K +,Blue,0,13219.0,High School
Attrited Customer,4,Married,Less than $40K,Blue,0,2536.0,Graduate
Existing Customer,4,Divorced,Less than $40K,Blue,0,9478.0,Unknown
Existing Customer,4,Divorced,$40K - $60K,Blue,0,3502.0,Graduate
Existing Customer,0,Married,Unknown,Blue,0,10509.0,High School
Existing Customer,2,Divorced,Less than $40K,Blue,0,1491.0,Uneducated
Existing Customer,0,Divorced,$60K - $80K,Blue,0,9734.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,2305.0,Uneducated
Existing Customer,4,Married,$40K - $60K,Blue,0,14241.0,Doctorate
Existing Customer,2,Married,$40K - $60K,Blue,0,4789.0,College
Existing Customer,4,Divorced,$60K - $80K,Blue,0,23138.0,Unknown
Existing Customer,2,Single,$80K - $120K,Blue,0,23008.0,College
Existing Customer,1,Divorced,$80K - $120K,Blue,0,3131.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,5798.0,Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,6880.0,Unknown
Existing Customer,3,Unknown,$80K - $120K,Platinum,0,34516.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,2075.0,College
Existing Customer,2,Married,$80K - $120K,Blue,0,4589.0,Doctorate
Attrited Customer,1,Single,Less than $40K,Blue,0,2317.0,High School
Attrited Customer,2,Single,Less than $40K,Blue,0,1981.0,High School
Existing Customer,1,Single,$40K - $60K,Blue,0,6038.0,Graduate
Existing Customer,5,Single,$80K - $120K,Blue,0,14910.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,29659.0,Uneducated
Attrited Customer,2,Married,$60K - $80K,Blue,0,4320.0,High School
Existing Customer,1,Single,$40K - $60K,Blue,0,11213.0,Graduate
Existing Customer,3,Divorced,Unknown,Blue,0,26181.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,5773.0,Uneducated
Attrited Customer,2,Married,$80K - $120K,Blue,0,4503.0,Unknown
Existing Customer,3,Married,$80K - $120K,Blue,0,29770.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,5014.0,High School
Existing Customer,1,Married,Less than $40K,Blue,0,3445.0,Graduate
Existing Customer,1,Married,$80K - $120K,Blue,0,23412.0,High School
Existing Customer,0,Single,Less than $40K,Blue,0,3044.0,Uneducated
Existing Customer,1,Single,$60K - $80K,Blue,0,14596.0,High School
Existing Customer,4,Single,Less than $40K,Blue,0,3864.0,Graduate
Attrited Customer,3,Unknown,$80K - $120K,Blue,0,17030.0,Unknown
Existing Customer,3,Single,$60K - $80K,Blue,0,23090.0,Graduate
Existing Customer,2,Unknown,$80K - $120K,Blue,0,29205.0,Post-Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,14035.0,Uneducated
Attrited Customer,2,Single,Less than $40K,Blue,0,2962.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,18578.0,Uneducated
Existing Customer,1,Single,$60K - $80K,Blue,0,2201.0,Graduate
Existing Customer,0,Married,Less than $40K,Blue,0,2061.0,Unknown
Existing Customer,5,Married,Unknown,Blue,0,24602.0,Uneducated
Existing Customer,2,Divorced,$120K +,Blue,0,15911.0,Uneducated
Attrited Customer,2,Single,$120K +,Blue,0,16867.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,2783.0,Graduate
Attrited Customer,3,Single,Less than $40K,Blue,0,2972.0,Unknown
Existing Customer,3,Single,$40K - $60K,Blue,0,5124.0,Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,2880.0,Post-Graduate
Existing Customer,1,Single,$40K - $60K,Blue,0,5579.0,High School
Existing Customer,4,Married,$60K - $80K,Blue,0,12010.0,Graduate
Existing Customer,2,Divorced,$80K - $120K,Blue,0,34516.0,Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,4394.0,Uneducated
Existing Customer,4,Single,$80K - $120K,Blue,0,18325.0,High School
Existing Customer,4,Married,Less than $40K,Blue,0,3773.0,College
Existing Customer,1,Single,$80K - $120K,Blue,0,21684.0,Unknown
Existing Customer,3,Divorced,$40K - $60K,Blue,0,1919.0,Post-Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,9995.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,11910.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,2279.0,Unknown
Existing Customer,1,Single,$40K - $60K,Blue,0,3539.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,30579.0,Unknown
Existing Customer,3,Single,$80K - $120K,Blue,0,24480.0,Graduate
Existing Customer,1,Divorced,Unknown,Blue,0,17561.0,College
Existing Customer,0,Married,Less than $40K,Blue,0,1638.0,Graduate
Existing Customer,1,Married,$60K - $80K,Blue,0,2947.0,Doctorate
Existing Customer,4,Married,$80K - $120K,Blue,0,5738.0,High School
Existing Customer,4,Unknown,$120K +,Blue,0,33304.0,Uneducated
Existing Customer,1,Single,$40K - $60K,Blue,0,7251.0,Graduate
Existing Customer,1,Married,Unknown,Blue,0,2885.0,Unknown
Existing Customer,1,Married,Less than $40K,Blue,0,2641.0,Uneducated
Existing Customer,4,Married,Unknown,Blue,0,2801.0,High School
Existing Customer,1,Married,$80K - $120K,Blue,0,16794.0,Graduate
Existing Customer,3,Divorced,$40K - $60K,Blue,0,9336.0,Uneducated
Existing Customer,5,Single,Less than $40K,Blue,0,2763.0,Unknown
Existing Customer,3,Married,$60K - $80K,Blue,0,17391.0,Uneducated
Existing Customer,1,Married,Less than $40K,Blue,0,3198.0,High School
Existing Customer,4,Single,$80K - $120K,Blue,0,5100.0,College
Existing Customer,3,Married,$60K - $80K,Blue,0,3955.0,Uneducated
Existing Customer,1,Married,Less than $40K,Blue,0,3140.0,College
Attrited Customer,3,Single,Unknown,Blue,0,4028.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,2264.0,College
Existing Customer,3,Unknown,$120K +,Blue,0,21620.0,Graduate
Existing Customer,2,Single,$60K - $80K,Blue,0,6385.0,High School
Existing Customer,4,Single,$40K - $60K,Blue,0,2375.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,1963.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,4256.0,High School
Existing Customer,1,Married,Less than $40K,Blue,0,5097.0,College
Existing Customer,1,Single,$60K - $80K,Blue,0,3228.0,Post-Graduate
Existing Customer,1,Unknown,$40K - $60K,Silver,0,20231.0,Unknown
Attrited Customer,1,Single,$120K +,Blue,0,27512.0,Unknown
Existing Customer,3,Married,$40K - $60K,Blue,0,1929.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,2585.0,Doctorate
Attrited Customer,1,Married,$80K - $120K,Blue,0,12151.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Gold,0,34516.0,Unknown
Existing Customer,4,Married,$120K +,Blue,0,34516.0,Unknown
Existing Customer,4,Divorced,$60K - $80K,Blue,0,5504.0,Post-Graduate
Existing Customer,4,Married,$80K - $120K,Blue,0,10021.0,Graduate
Existing Customer,0,Married,Less than $40K,Blue,0,3558.0,High School
Existing Customer,3,Single,$40K - $60K,Silver,0,19853.0,Graduate
Existing Customer,1,Single,$40K - $60K,Blue,0,4969.0,Unknown
Existing Customer,3,Divorced,Less than $40K,Blue,0,3117.0,Graduate
Existing Customer,2,Single,$80K - $120K,Blue,0,21526.0,Uneducated
Existing Customer,0,Single,$60K - $80K,Blue,0,5504.0,Graduate
Existing Customer,0,Married,Less than $40K,Blue,0,5512.0,High School
Attrited Customer,2,Married,Unknown,Blue,0,1438.3,High School
Existing Customer,3,Unknown,$40K - $60K,Blue,0,7262.0,High School
Existing Customer,3,Married,$120K +,Blue,0,7319.0,Doctorate
Attrited Customer,2,Married,$60K - $80K,Blue,0,1438.3,Unknown
Existing Customer,4,Single,$60K - $80K,Blue,0,7712.0,High School
Existing Customer,1,Married,$60K - $80K,Blue,0,2053.0,College
Existing Customer,2,Married,$40K - $60K,Blue,0,12804.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,26443.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,3125.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,4930.0,Doctorate
Existing Customer,2,Single,Less than $40K,Blue,0,9476.0,High School
Existing Customer,1,Married,$80K - $120K,Blue,0,11722.0,High School
Existing Customer,2,Single,$120K +,Blue,0,13301.0,High School
Existing Customer,1,Married,Unknown,Blue,0,1438.3,College
Attrited Customer,2,Married,Less than $40K,Blue,0,1438.3,Graduate
Attrited Customer,1,Married,$60K - $80K,Blue,0,6705.0,Post-Graduate
Existing Customer,2,Married,Unknown,Blue,0,22718.0,Post-Graduate
Existing Customer,4,Divorced,$40K - $60K,Gold,0,23981.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,2318.0,Unknown
Existing Customer,1,Married,$60K - $80K,Blue,0,19324.0,College
Existing Customer,2,Single,$40K - $60K,Blue,0,5331.0,Graduate
Existing Customer,4,Married,Unknown,Blue,0,15700.0,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,17625.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,17438.0,Unknown
Existing Customer,4,Unknown,$80K - $120K,Blue,0,1962.0,High School
Attrited Customer,0,Married,$60K - $80K,Blue,0,8077.0,Graduate
Existing Customer,0,Single,$40K - $60K,Blue,0,3290.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,2402.0,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,9256.0,Graduate
Existing Customer,0,Married,$60K - $80K,Blue,0,3674.0,Graduate
Attrited Customer,2,Married,$40K - $60K,Blue,0,6462.0,Graduate
Existing Customer,0,Single,$40K - $60K,Blue,0,1638.0,Uneducated
Existing Customer,4,Single,$60K - $80K,Blue,0,4335.0,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,3233.0,Graduate
Attrited Customer,4,Single,$80K - $120K,Blue,0,11862.0,College
Existing Customer,2,Divorced,$120K +,Silver,0,34516.0,Graduate
Existing Customer,4,Married,$120K +,Blue,0,19802.0,Unknown
Existing Customer,3,Unknown,$80K - $120K,Blue,0,24869.0,Uneducated
Existing Customer,3,Unknown,$60K - $80K,Blue,0,3624.0,Unknown
Existing Customer,1,Married,$80K - $120K,Blue,0,6175.0,Graduate
Existing Customer,1,Single,$40K - $60K,Blue,0,10953.0,Uneducated
Existing Customer,4,Married,$60K - $80K,Blue,0,11338.0,Doctorate
Existing Customer,2,Married,Less than $40K,Blue,0,5544.0,Graduate
Existing Customer,4,Married,$60K - $80K,Blue,0,19665.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,2927.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,5146.0,Unknown
Attrited Customer,1,Married,$60K - $80K,Blue,0,1704.0,Graduate
Attrited Customer,1,Married,$60K - $80K,Blue,0,1438.3,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,2974.0,High School
Attrited Customer,1,Married,$40K - $60K,Blue,0,5472.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,2736.0,Uneducated
Existing Customer,2,Married,$80K - $120K,Blue,0,1438.3,Doctorate
Existing Customer,2,Married,Unknown,Blue,0,5406.0,Uneducated
Existing Customer,2,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,0,Married,Less than $40K,Blue,0,1976.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,8714.0,Unknown
Existing Customer,4,Divorced,Less than $40K,Blue,0,8693.0,Post-Graduate
Existing Customer,1,Married,$80K - $120K,Blue,0,9247.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,7717.0,Graduate
Attrited Customer,4,Married,Less than $40K,Blue,0,4908.0,Post-Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,7222.0,Doctorate
Existing Customer,0,Single,$80K - $120K,Blue,0,21740.0,Unknown
Attrited Customer,3,Married,$60K - $80K,Blue,0,2323.0,Unknown
Existing Customer,4,Divorced,$60K - $80K,Blue,0,7788.0,Post-Graduate
Attrited Customer,1,Married,Less than $40K,Blue,0,1438.3,College
Existing Customer,2,Married,$120K +,Blue,0,23700.0,College
Existing Customer,2,Married,$80K - $120K,Blue,0,11710.0,High School
Existing Customer,0,Married,$40K - $60K,Blue,0,2278.0,High School
Existing Customer,0,Married,$40K - $60K,Blue,0,4048.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,3663.0,Uneducated
Attrited Customer,1,Single,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,1,Single,Unknown,Blue,0,3518.0,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,1717.0,High School
Existing Customer,1,Married,$80K - $120K,Blue,0,16813.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,16434.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,21872.0,College
Existing Customer,4,Married,$80K - $120K,Blue,0,15897.0,Uneducated
Existing Customer,4,Married,Less than $40K,Blue,0,4271.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,7361.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,1438.3,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,8628.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,18750.0,Unknown
Existing Customer,3,Married,Unknown,Blue,0,21242.0,Post-Graduate
Existing Customer,0,Married,$40K - $60K,Blue,0,2961.0,Graduate
Existing Customer,3,Married,Unknown,Blue,0,11327.0,High School
Existing Customer,3,Married,$60K - $80K,Blue,0,8308.0,Uneducated
Existing Customer,3,Married,$40K - $60K,Blue,0,3249.0,High School
Existing Customer,2,Married,$120K +,Blue,0,2981.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,8829.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,3714.0,Unknown
Attrited Customer,2,Married,$60K - $80K,Blue,0,7340.0,Uneducated
Existing Customer,4,Married,$120K +,Blue,0,16952.0,Doctorate
Attrited Customer,3,Single,$80K - $120K,Blue,0,20865.0,Uneducated
Existing Customer,3,Unknown,Less than $40K,Blue,0,3083.0,High School
Existing Customer,3,Married,Unknown,Blue,0,10584.0,College
Existing Customer,3,Married,Less than $40K,Blue,0,2240.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,12240.0,Graduate
Existing Customer,1,Married,$80K - $120K,Blue,0,5120.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,3124.0,Graduate
Existing Customer,2,Married,Less than $40K,Silver,0,11261.0,Unknown
Existing Customer,1,Married,$40K - $60K,Blue,0,2468.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,22157.0,College
Existing Customer,3,Married,$40K - $60K,Blue,0,11477.0,College
Existing Customer,2,Married,Less than $40K,Blue,0,3933.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,8022.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,13771.0,High School
Attrited Customer,1,Single,$80K - $120K,Blue,0,30271.0,College
Existing Customer,2,Unknown,$60K - $80K,Blue,0,3244.0,Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,2936.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,1438.3,Uneducated
Existing Customer,2,Married,$60K - $80K,Blue,0,6242.0,High School
Existing Customer,2,Married,$40K - $60K,Blue,0,6175.0,Unknown
Existing Customer,3,Single,$80K - $120K,Blue,0,11806.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,4734.0,Unknown
Existing Customer,2,Single,$40K - $60K,Blue,0,6244.0,Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,1438.3,Post-Graduate
Existing Customer,3,Divorced,Unknown,Platinum,0,34516.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,23561.0,Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,24742.0,Uneducated
Attrited Customer,4,Married,$80K - $120K,Blue,0,27560.0,High School
Existing Customer,0,Divorced,Less than $40K,Blue,0,5923.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,8581.0,Graduate
Existing Customer,4,Married,$40K - $60K,Blue,0,3156.0,Doctorate
Attrited Customer,2,Married,Less than $40K,Blue,0,7151.0,Post-Graduate
Existing Customer,4,Married,$60K - $80K,Blue,0,1535.0,Graduate
Attrited Customer,0,Married,Less than $40K,Blue,0,2122.0,Graduate
Existing Customer,1,Unknown,$60K - $80K,Blue,0,17131.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,5822.0,Unknown
Existing Customer,3,Married,$60K - $80K,Blue,0,3537.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,34516.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,16320.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,2407.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,3538.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,2684.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,34516.0,Uneducated
Existing Customer,2,Single,$40K - $60K,Silver,0,15459.0,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,4307.0,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,2081.0,Uneducated
Existing Customer,2,Married,$40K - $60K,Blue,0,2848.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,3,Unknown,$80K - $120K,Blue,0,6361.0,Doctorate
Existing Customer,4,Married,$80K - $120K,Blue,0,15428.0,Uneducated
Existing Customer,1,Married,$40K - $60K,Blue,0,2544.0,Unknown
Attrited Customer,3,Married,$80K - $120K,Blue,0,9959.0,Graduate
Existing Customer,1,Single,$60K - $80K,Blue,0,8796.0,High School
Existing Customer,3,Married,Less than $40K,Blue,0,3428.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,1438.3,Unknown
Existing Customer,4,Married,$60K - $80K,Blue,0,18001.0,Unknown
Existing Customer,4,Single,Less than $40K,Blue,0,2680.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,4675.0,High School
Existing Customer,5,Married,Less than $40K,Blue,0,2448.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,4049.0,Unknown
Existing Customer,1,Single,$80K - $120K,Blue,0,8154.0,College
Existing Customer,1,Married,$40K - $60K,Blue,0,4559.0,High School
Existing Customer,0,Single,$80K - $120K,Blue,0,19354.0,Uneducated
Attrited Customer,4,Married,$60K - $80K,Blue,0,2340.0,Doctorate
Existing Customer,2,Single,$60K - $80K,Blue,0,13848.0,Uneducated
Attrited Customer,2,Married,Less than $40K,Blue,0,2490.0,Doctorate
Existing Customer,4,Married,Unknown,Silver,0,32156.0,High School
Existing Customer,4,Married,$60K - $80K,Blue,0,2578.0,Graduate
Existing Customer,0,Married,Unknown,Blue,0,9050.0,College
Existing Customer,3,Single,$80K - $120K,Silver,0,34516.0,College
